order_id,customer_id,order_date,product_id,product_category,quantity,unit_price,discount,tax,shipping_cost,order_amount,payment_method,order_status,sales_region
2134,402,2026-02-22,221,Electronics,5,34.53,10.35,16.39,5.43,-40.71,Cash,Pending,East
2135,718,2025-11-01,282,Books,3,252.65,25.46,5.85,0.72,583.2,UPI,Pending,East
2135,718,2025-11-01,282,Books,3,252.65,25.46,5.85,0.72,583.2,UPI,Pending,East
2137,137,2025-07-13,265,Books,3,268.55,40.37,14.88,9.49,519.29,Cash,Returned,West
2138,508,2025-01-18,270,Books,4,98.98,37.63,13.64,13.82,-49.4,UPI,Cancelled,South
2139,733,2025-04-20,293,Electronics,1,13.26,15.68,4.47,18.29,553.85,Cash,Cancelled,West
2140,278,2025-05-13,116,Home,5,128.31,44.0,25.67,19.79,,Cash,Returned,South
2141,376,2026-02-01,136,Electronics,1,207.12,1.84,4.35,7.76,122.46,Cash,Pending,North
2142,400,2025-01-02,147,Electronics,1,194.51,33.73,2.86,7.42,571.07,Cash,Completed,West
2143,745,2025-06-02,219,Home,4,110.89,25.43,26.21,7.31,476.1,Card,Returned,South
2144,310,2025-08-27,242,Home,2,64.49,11.34,14.95,18.99,532.66,Cash,Cancelled,North
2145,277,2025-03-17,230,Electronics,1,258.57,37.94,16.86,0.22,,Cash,Completed,North
2146,854,2025-08-10,213,Electronics,5,282.07,3.8,18.32,12.64,302.07,UPI,Returned,East
2147,720,2026-05-10,143,Home,1,64.19,42.69,10.52,4.74,562.31,Cash,Cancelled,East
2148,366,2025-05-22,298,Home,2,150.71,46.37,13.19,9.6,853.74,Cash,Cancelled,West
2149,480,2025-05-18,108,Home,5,270.42,23.97,10.58,10.16,632.1,UPI,Pending,South
2150,486,2025-07-13,225,Books,2,5.51,42.62,19.93,8.6,173.36,Cash,Pending,West
2151,604,2025-11-20,155,Electronics,3,37.45,35.02,29.31,9.06,543.31,UPI,Completed,East
2152,487,2026-03-09,260,Books,1,166.32,16.58,15.08,5.09,961.6,UPI,Returned,West
2153,588,2026-03-27,226,Home,4,247.14,34.25,2.16,15.11,896.46,UPI,Pending,South
2154,81,2025-09-23,281,Electronics,3,256.81,33.3,10.04,15.35,992.58,UPI,Cancelled,East
2155,363,2025-02-19,248,Home,2,49.87,19.84,22.74,19.18,619.81,Card,Completed,South
2156,764,2025-09-21,295,Books,2,230.28,30.85,13.57,2.52,200.91,Cash,Cancelled,East
2157,11,2025-05-31,186,Books,4,132.89,19.32,9.41,8.07,452.82,Card,Completed,North
2158,552,2025-10-12,209,Home,2,69.99,47.99,3.0,12.03,-43.27,UPI,Pending,East
2159,590,2026-03-16,219,Home,1,63.68,40.75,15.74,6.53,122.11,Cash,Completed,North
2160,341,2025-10-17,295,Books,2,163.55,30.7,29.37,17.33,379.11,Card,Returned,South
2161,428,2025-02-03,259,Home,2,13.65,26.81,14.41,2.65,225.36,Cash,Returned,East
2162,252,2026-01-05,210,Electronics,1,243.9,18.81,13.61,12.87,468.17,Cash,Returned,North
2163,441,2025-02-12,213,Electronics,5,64.72,45.3,6.41,12.01,642.58,Card,Cancelled,North
2164,288,2026-02-20,265,Books,2,98.68,30.03,19.52,13.51,679.58,Card,Completed,West
2165,843,2026-01-08,218,Electronics,1,291.32,27.67,24.38,14.94,175.66,Card,Completed,East
2166,487,2026-02-28,125,Home,3,99.37,30.08,27.56,14.76,731.32,Card,Cancelled,North
2166,487,2026-02-28,125,Home,3,99.37,30.08,27.56,14.76,731.32,Card,Cancelled,North
2168,233,2025-08-19,189,Home,5,115.21,6.8,5.46,13.45,86.79,UPI,Completed,West
2169,661,2025-12-18,284,Books,1,196.41,44.66,12.98,2.04,492.17,Cash,Completed,North
2170,159,2026-01-29,129,Electronics,2,258.48,5.79,9.7,14.36,228.66,UPI,Completed,West
2171,812,2025-04-18,155,Home,5,231.03,3.36,15.26,10.75,23.31,Card,Returned,South
2172,42,2025-05-27,103,Home,2,55.87,11.93,28.48,4.34,118.38,Card,Pending,South
2173,139,2025-01-25,259,Home,4,214.99,14.98,6.15,7.34,,Cash,Pending,West
2174,1019,2025-12-31,129,Electronics,3,23.61,16.69,21.57,16.05,157.35,UPI,Pending,East
2175,952,2025-07-14,165,Electronics,5,276.21,32.93,3.43,13.25,71.11,UPI,Cancelled,North
2176,461,2025-01-10,222,Books,5,257.7,9.5,27.7,11.59,-10.86,Card,Completed,East
2177,469,2026-02-25,256,Books,1,103.82,41.66,6.53,8.59,472.28,Cash,Pending,South
2178,167,2025-02-02,174,Books,2,221.29,0.52,4.4,1.85,313.99,Card,Completed,South
2179,288,2025-11-08,176,Home,5,240.83,17.92,2.56,7.29,33.33,Cash,Pending,West
2180,33,2026-04-25,289,Home,1,197.95,8.4,27.86,2.07,674.23,UPI,Pending,West
2181,749,2025-07-03,245,Home,2,165.19,17.1,9.7,2.08,808.91,Card,Pending,North
2182,805,2025-03-31,221,Books,5,101.51,5.66,8.99,10.06,374.59,Cash,Completed,North
2183,756,2025-11-29,206,Home,3,71.94,9.99,9.1,2.07,715.92,Card,Cancelled,South
2184,320,2025-09-04,110,Home,3,79.99,12.23,8.87,17.52,52.21,Card,Completed,East
2185,421,2025-10-28,238,Books,1,261.37,37.44,14.09,18.43,377.19,UPI,Pending,West
2186,729,2025-10-14,179,Books,5,115.74,26.88,18.88,17.38,61.47,UPI,Pending,East
2187,349,2025-06-20,241,Electronics,3,174.35,4.98,25.22,18.45,513.02,UPI,Pending,West
2188,598,2025-03-29,238,Electronics,2,45.88,23.23,15.27,16.63,757.92,Cash,Pending,South
2189,605,2026-04-04,132,Books,3,6.82,13.31,22.86,1.15,-28.32,Card,Cancelled,South
2190,961,2025-12-04,221,Home,1,185.84,46.83,17.7,10.99,,UPI,Returned,North
2191,265,2026-03-23,142,Home,1,77.02,0.63,4.77,2.23,952.77,UPI,Pending,East
2192,506,2025-05-23,187,Books,1,101.09,38.1,30.0,18.52,397.31,Cash,Completed,West
2193,798,2026-01-14,254,Books,3,187.5,19.34,7.57,18.88,22.83,UPI,Pending,North
2194,781,2025-01-02,113,Electronics,1,159.46,28.04,17.49,19.21,526.9,Cash,Returned,North
2195,377,2026-01-02,126,Home,1,296.94,31.42,10.58,5.05,293.89,UPI,Returned,West
2196,839,2025-09-04,192,Home,4,275.94,18.73,1.79,14.31,574.56,UPI,Cancelled,South
2197,8,2026-01-06,122,Books,2,172.85,28.68,29.14,19.88,111.09,Card,Returned,South
2198,425,2025-11-18,234,Electronics,2,118.37,1.07,1.64,5.09,2.89,Cash,Returned,South
2199,677,2025-09-14,176,Electronics,1,61.77,25.05,6.39,15.09,680.13,Cash,Returned,South
2200,679,2025-08-20,271,Books,1,9.66,10.06,7.29,8.88,-2.81,UPI,Completed,South
2201,33,2025-05-22,212,Books,5,289.49,14.94,11.33,11.93,987.87,Card,Completed,North
2202,73,2025-06-29,117,Home,5,242.26,42.38,3.52,5.01,953.85,Card,Completed,South
2203,591,2025-10-22,124,Home,1,11.35,6.33,13.65,16.47,95.35,UPI,Completed,East
2204,111,2025-03-10,220,Home,5,226.43,10.19,16.35,0.4,,UPI,Pending,South
2205,751,2025-09-02,217,Books,2,154.68,33.11,18.87,19.23,786.4,Cash,Pending,East
2206,864,2026-03-19,254,Electronics,5,208.81,9.78,24.36,19.18,435.73,Card,Pending,North
2207,620,2025-01-18,288,Books,2,85.21,39.56,19.39,10.44,579.55,UPI,Completed,South
2208,528,2026-02-28,129,Electronics,2,156.03,28.31,19.4,10.09,74.35,Card,Completed,East
2209,902,2025-05-03,228,Home,4,199.58,10.64,20.94,18.36,500.07,Card,Returned,North
2210,496,2025-06-08,112,Electronics,2,28.87,26.09,16.67,18.23,903.86,Cash,Completed,South
2211,707,2025-07-07,139,Electronics,4,282.11,22.05,24.89,17.5,473.27,UPI,Cancelled,South
2212,637,2025-09-01,154,Electronics,4,167.1,34.06,25.41,11.95,108.78,Card,Cancelled,South
2213,717,2025-11-07,144,Home,4,262.69,34.82,4.35,19.58,731.83,UPI,Completed,North
2214,642,2026-05-13,132,Home,1,159.92,49.77,24.26,1.94,551.02,Card,Pending,West
2215,471,2025-07-29,109,Electronics,2,239.5,8.63,17.3,5.27,552.45,Cash,Cancelled,North
2215,471,2025-07-29,109,Electronics,2,239.5,8.63,17.3,5.27,552.45,Cash,Cancelled,North
2217,935,2025-07-03,200,Home,2,227.76,19.93,26.26,11.93,864.07,Cash,Returned,South
2217,935,2025-07-03,200,Home,2,227.76,19.93,26.26,11.93,864.07,Cash,Returned,South
2219,208,2025-02-08,263,Books,1,101.08,21.52,9.49,1.29,386.37,UPI,Returned,East
2220,670,2025-12-12,185,Home,4,7.76,18.22,25.4,11.48,147.17,Cash,Completed,West
2221,120,2025-05-11,169,Home,4,65.16,2.69,7.82,4.03,708.3,UPI,Cancelled,West
2222,626,2025-10-01,259,Electronics,1,145.04,23.22,26.03,13.43,724.89,Cash,Completed,North
2223,794,2025-03-10,170,Home,1,171.11,16.3,11.39,1.57,,UPI,Pending,West
2224,316,2025-05-16,207,Books,3,41.44,20.52,23.39,8.71,148.66,Card,Cancelled,South
2225,372,2026-05-11,158,Books,4,13.7,15.22,7.17,3.96,653.18,Card,Cancelled,West
2226,672,2025-12-24,276,Electronics,4,227.15,20.17,26.69,7.65,388.13,Card,Cancelled,North
2227,563,2026-03-15,237,Electronics,3,214.82,30.24,16.26,7.34,,Cash,Completed,East
2228,926,2026-02-16,182,Books,1,205.74,35.91,10.43,17.59,346.67,Card,Completed,East
2229,969,2025-06-14,176,Books,2,272.26,36.37,15.99,13.61,62.66,Card,Pending,South
2230,281,2026-02-25,203,Electronics,2,117.65,32.09,1.14,17.47,241.12,Cash,Pending,East
2231,395,2025-04-27,216,Home,1,157.76,8.21,12.87,15.76,254.73,Card,Completed,West
2232,99,2026-02-15,297,Electronics,1,99.29,36.08,4.62,17.04,962.91,Card,Cancelled,South
2233,753,2025-12-28,242,Electronics,4,242.18,24.46,21.7,12.07,359.82,UPI,Completed,North
2234,999,2026-04-13,247,Electronics,3,124.29,22.63,2.18,10.01,796.76,Card,Completed,West
2235,390,2026-05-02,228,Electronics,1,222.84,47.84,10.74,1.39,864.51,Card,Completed,East
2236,398,2025-12-19,261,Home,3,22.68,31.01,29.53,8.07,-22.17,Card,Cancelled,West
2237,987,2025-08-10,258,Books,3,189.26,23.37,24.31,6.42,36.98,Card,Completed,South
2238,1012,2025-11-18,238,Home,1,151.48,26.76,17.53,17.71,444.98,Cash,Returned,East
2239,504,2026-03-27,195,Home,2,122.85,9.46,23.11,19.15,308.91,Card,Pending,South
2240,110,2025-03-28,282,Home,4,15.65,32.4,10.75,3.63,242.01,Card,Cancelled,South
2241,920,2025-05-10,257,Electronics,1,152.4,7.16,27.86,5.88,488.08,Cash,Pending,East
2242,566,2026-03-15,296,Home,4,61.29,48.02,6.41,15.31,822.73,Cash,Cancelled,East
2243,818,2025-12-06,290,Books,1,234.5,25.56,28.04,9.16,806.72,UPI,Returned,North
2244,285,2025-01-12,243,Electronics,3,53.89,0.34,10.57,1.02,761.89,UPI,Returned,South
2245,444,2026-03-10,173,Home,5,13.65,4.44,4.99,7.22,-49.03,UPI,Completed,East
2246,255,2025-09-21,156,Electronics,3,196.58,2.56,15.67,11.14,295.63,Cash,Completed,South
2247,647,2025-06-07,238,Books,3,245.91,33.17,12.3,1.75,815.77,UPI,Returned,North
2248,13,2026-02-15,211,Electronics,4,102.47,29.88,11.5,11.28,,Card,Returned,East
2249,454,2025-04-06,198,Electronics,1,114.1,40.28,22.04,13.0,888.52,Cash,Cancelled,South
2250,877,2026-05-12,282,Books,2,235.49,47.55,16.27,4.82,,UPI,Cancelled,South
2251,811,2025-04-09,191,Home,1,81.11,39.81,11.64,15.45,234.61,UPI,Pending,West
2252,873,2025-10-28,171,Books,1,249.17,18.8,3.34,8.45,631.3,Card,Completed,South
2253,756,2026-02-07,190,Electronics,1,299.25,45.09,2.42,1.28,635.04,Card,Pending,East
2254,727,2025-06-24,125,Home,3,95.46,26.88,15.66,19.77,844.97,Cash,Pending,South
2255,72,2025-05-09,154,Electronics,2,51.25,43.56,13.56,7.65,928.04,UPI,Cancelled,West
2256,410,2025-04-06,238,Home,5,205.92,11.44,13.9,9.66,478.78,Cash,Cancelled,North
2257,828,2025-06-09,245,Home,2,276.58,25.25,6.25,0.12,-33.21,Card,Returned,West
2258,384,2026-03-19,202,Home,4,128.52,31.9,17.4,14.92,370.38,Card,Pending,West
2259,329,2025-11-21,246,Books,4,160.83,43.58,17.89,14.43,548.67,Cash,Returned,West
2260,55,2025-01-01,198,Books,3,116.13,4.94,8.26,14.64,437.3,Cash,Completed,East
2261,221,2025-05-10,180,Books,2,177.68,28.06,15.2,2.66,282.3,Cash,Cancelled,West
2262,273,2026-02-05,293,Electronics,4,142.3,8.9,1.12,2.05,101.84,Card,Completed,West
2263,740,2025-05-01,282,Electronics,3,236.69,35.76,15.63,16.37,25.49,Card,Pending,North
2264,950,2026-03-23,189,Books,3,253.01,8.34,15.07,16.92,172.79,Cash,Returned,South
2265,187,2025-03-02,276,Home,3,55.78,10.83,11.55,13.64,1.21,Card,Pending,West
2266,415,2025-02-02,178,Books,3,5.4,48.68,27.54,17.83,703.93,UPI,Cancelled,East
2267,547,2026-01-13,274,Electronics,1,163.73,26.95,29.84,9.3,510.8,Card,Pending,South
2268,356,2025-10-03,192,Electronics,4,211.73,31.78,21.93,1.76,826.77,Cash,Completed,South
2269,815,2025-09-15,291,Books,5,91.58,13.14,6.66,10.58,285.77,UPI,Cancelled,East
2270,987,2026-03-09,104,Books,3,145.07,15.48,21.42,10.4,270.85,UPI,Completed,South
2271,737,2025-11-30,171,Books,5,13.79,49.4,26.94,2.97,229.46,UPI,Returned,North
2272,637,2025-02-27,188,Home,2,214.05,13.81,22.33,3.78,,Cash,Returned,West
2273,96,2026-04-30,219,Home,4,11.97,1.11,19.06,6.29,-47.92,UPI,Returned,South
2274,442,2025-11-12,186,Books,2,299.45,46.04,12.34,4.77,956.71,Card,Cancelled,East
2275,1001,2026-02-08,206,Home,3,269.75,13.18,5.28,7.49,643.22,Card,Cancelled,North
2276,961,2025-10-22,118,Home,3,64.73,45.32,21.28,15.73,,Card,Cancelled,West
2277,171,2026-04-29,287,Home,1,197.62,31.62,11.75,16.17,582.24,Card,Returned,North
2278,61,2026-04-16,155,Books,2,186.4,23.52,25.06,16.43,258.54,UPI,Completed,West
2279,122,2025-02-09,292,Electronics,2,211.39,25.99,7.69,13.27,825.22,Card,Completed,East
2280,391,2026-05-16,259,Home,3,81.29,4.55,10.66,4.64,276.39,UPI,Completed,South
2281,613,2025-07-12,138,Electronics,1,268.77,48.63,29.42,3.82,330.3,UPI,Returned,West
2282,470,2025-05-20,245,Books,5,40.86,30.22,24.95,6.79,805.17,UPI,Cancelled,East
2283,745,2026-02-06,203,Books,4,38.27,41.47,5.17,16.53,459.61,Cash,Completed,North
2284,555,2025-08-13,148,Electronics,1,182.97,47.32,4.49,17.83,327.35,Cash,Completed,West
2285,294,2025-12-08,297,Electronics,1,119.41,35.46,9.64,18.13,369.59,Card,Completed,West
2286,68,2025-07-19,256,Electronics,4,177.48,37.28,18.62,4.7,607.95,UPI,Returned,West
2287,792,2025-10-05,270,Home,2,85.24,38.16,25.78,17.28,516.61,UPI,Returned,East
2288,616,2025-11-14,251,Electronics,4,283.04,38.61,18.69,18.04,953.64,UPI,Cancelled,East
2289,990,2025-01-02,232,Electronics,4,142.47,36.72,1.75,0.16,654.78,Card,Cancelled,West
2290,322,2026-03-30,197,Home,3,282.97,13.55,12.4,3.54,207.23,Card,Returned,North
2291,1016,2025-03-28,293,Electronics,4,213.45,9.69,13.29,0.92,716.3,Card,Completed,East
2292,202,2025-06-02,169,Home,1,114.47,23.63,16.6,7.78,781.2,UPI,Returned,South
2293,838,2025-03-24,257,Books,3,257.45,21.74,15.59,11.74,60.01,UPI,Pending,East
2294,546,2025-01-29,296,Home,1,23.05,12.5,14.12,8.62,445.33,Cash,Returned,West
2295,972,2025-12-24,268,Electronics,1,99.38,48.59,25.43,17.53,420.2,UPI,Cancelled,North
2296,690,2026-01-04,247,Electronics,1,79.17,13.3,29.62,15.59,534.17,Cash,Returned,North
2297,113,2025-07-05,216,Electronics,4,30.34,41.23,13.1,10.74,135.15,Cash,Cancelled,West
2298,91,2026-05-12,221,Books,4,116.42,36.11,7.98,6.62,93.09,Card,Completed,North
2299,887,2025-12-26,122,Home,3,36.81,39.76,3.94,12.87,138.27,Card,Completed,West
2300,456,2026-02-07,299,Books,4,280.77,44.15,13.78,19.67,994.02,Cash,Pending,South
2301,819,2025-05-01,133,Home,5,132.82,6.72,13.86,6.52,523.23,Card,Cancelled,West
2302,319,2025-05-23,294,Books,4,120.29,17.82,11.24,7.89,59.38,Cash,Pending,East
2303,607,2025-08-31,133,Electronics,4,202.44,15.44,15.15,6.15,799.3,Card,Pending,West
2304,585,2025-08-22,169,Books,3,183.38,39.53,23.39,1.72,133.06,Card,Pending,North
2305,964,2025-02-26,260,Books,2,48.89,13.83,22.0,5.05,558.15,UPI,Cancelled,North
2306,172,2026-03-26,230,Books,1,123.71,30.45,26.64,1.24,985.01,Card,Pending,North
2307,988,2025-11-13,265,Home,1,115.88,4.67,19.22,16.14,183.6,Card,Pending,North
2308,567,2025-06-22,189,Home,2,56.19,15.48,12.42,4.14,995.68,Cash,Pending,East
2309,808,2026-05-15,200,Home,3,198.53,13.3,11.35,16.5,,UPI,Cancelled,West
2310,48,2026-04-22,241,Electronics,3,19.66,32.13,24.51,0.15,525.94,Cash,Completed,East
2311,859,2025-12-21,280,Home,3,28.47,13.48,19.57,17.83,565.08,Card,Cancelled,South
2311,859,2025-12-21,280,Home,3,28.47,13.48,19.57,17.83,565.08,Card,Cancelled,South
2313,1002,2025-02-04,224,Electronics,3,55.68,40.57,13.46,1.87,989.36,UPI,Returned,North
2314,490,2025-09-09,213,Books,3,232.54,19.22,28.91,8.22,727.04,Cash,Pending,North
2315,832,2026-02-02,217,Home,3,173.17,2.64,22.38,3.1,89.05,UPI,Pending,West
2316,376,2025-06-14,275,Books,1,229.58,20.55,8.49,7.65,260.86,Cash,Returned,West
2317,53,2025-01-29,249,Home,5,179.44,0.04,6.29,7.07,887.36,UPI,Returned,North
2318,99,2025-06-11,195,Home,3,93.1,43.81,27.71,0.82,-25.3,Card,Completed,East
2319,40,2025-11-19,124,Books,5,250.32,30.92,20.23,2.58,585.62,Card,Returned,East
2320,778,2025-04-02,220,Electronics,4,15.55,45.67,26.67,15.03,420.4,UPI,Cancelled,North
2321,900,2025-11-27,282,Books,1,75.15,8.7,17.97,16.91,437.8,Cash,Completed,West
2322,827,2025-05-20,242,Home,4,28.74,42.46,5.34,2.85,434.45,Cash,Completed,South
2322,827,2025-05-20,242,Home,4,28.74,42.46,5.34,2.85,434.45,Cash,Completed,South
2324,870,2026-05-01,281,Home,1,16.66,44.47,6.33,19.17,948.08,Card,Cancelled,East
2325,424,2025-07-27,172,Electronics,2,35.33,7.56,9.58,15.89,325.05,Cash,Pending,South
2326,989,2026-01-26,120,Home,5,156.79,48.95,20.98,14.55,921.88,Card,Completed,South
2327,385,2026-02-10,240,Books,3,233.23,16.03,8.01,5.26,325.61,Cash,Returned,West
2328,471,2025-01-04,142,Books,4,71.61,49.02,6.24,10.05,289.67,Cash,Pending,South
2329,854,2025-07-16,230,Electronics,2,296.63,40.35,19.17,15.42,265.02,UPI,Returned,South
2330,870,2025-07-13,168,Home,3,219.15,21.09,21.97,16.79,812.79,Cash,Cancelled,East
2331,782,2025-01-15,269,Home,3,201.32,31.98,23.64,16.85,259.85,Card,Pending,East
2332,1011,2025-04-13,209,Books,1,42.55,31.42,5.37,0.78,561.09,Cash,Cancelled,West
2333,394,2025-05-24,112,Books,3,180.54,2.68,13.88,14.42,45.41,Card,Returned,East
2334,635,2025-05-10,116,Home,5,291.78,42.88,20.17,17.12,814.54,Cash,Pending,West
2335,463,2025-05-10,104,Home,3,174.04,13.32,12.65,18.53,268.29,Cash,Cancelled,North
2336,474,2025-04-01,116,Electronics,3,180.18,42.06,4.4,14.81,732.56,Card,Pending,West
2337,374,2025-11-23,235,Home,3,285.44,13.78,28.51,6.32,21.18,UPI,Cancelled,East
2338,966,2025-04-14,232,Home,2,135.43,38.7,14.22,13.11,,UPI,Returned,East
2339,965,2026-02-20,111,Books,5,209.68,10.28,15.75,11.55,747.38,Card,Returned,West
2340,368,2025-09-16,271,Books,4,180.59,44.39,28.09,11.6,271.27,Card,Cancelled,South
2341,808,2025-03-09,268,Electronics,3,9.09,13.74,23.39,17.16,826.9,Card,Pending,East
2342,392,2026-01-05,110,Home,3,206.43,5.02,26.03,0.77,903.5,Cash,Cancelled,South
2343,759,2025-03-10,298,Books,3,273.01,8.12,29.76,6.04,387.95,Cash,Pending,West
2344,731,2025-01-07,229,Home,2,246.17,10.14,9.05,17.03,246.91,Card,Cancelled,North
2345,708,2025-10-06,223,Books,1,245.57,17.52,27.38,16.61,423.48,UPI,Returned,South
2346,718,2025-07-15,128,Books,3,288.45,16.12,11.91,13.37,584.51,Card,Completed,North
2347,326,2025-03-23,206,Books,1,218.14,46.74,4.45,11.4,666.48,Cash,Returned,North
2348,398,2025-01-16,258,Books,4,167.36,34.01,9.6,14.72,941.98,UPI,Pending,North
2349,539,2025-11-25,132,Home,5,82.15,44.99,8.53,1.16,750.5,Card,Cancelled,South
2350,803,2026-01-30,218,Books,1,76.61,44.02,7.67,0.98,834.91,Card,Cancelled,East
2351,812,2025-02-16,260,Home,2,242.61,28.4,15.47,17.74,123.46,Cash,Completed,West
2352,766,2025-05-14,290,Electronics,1,144.53,1.39,21.08,1.72,804.13,Cash,Returned,South
2353,178,2026-02-01,226,Electronics,1,215.6,8.7,11.7,14.54,859.18,Cash,Returned,North
2354,646,2025-09-09,182,Electronics,4,198.35,5.88,4.75,3.76,855.93,Cash,Pending,West
2355,548,2025-02-10,233,Electronics,2,214.43,44.1,8.67,15.13,764.35,Card,Cancelled,North
2356,628,2025-04-12,278,Home,1,123.92,36.01,21.14,1.82,216.44,Card,Completed,West
2357,929,2025-04-14,229,Electronics,3,128.84,47.21,4.52,8.4,221.79,Card,Completed,North
2358,311,2026-05-06,187,Electronics,1,237.18,21.25,16.46,4.06,404.62,UPI,Returned,East
2359,268,2025-08-31,110,Home,2,136.57,35.85,22.66,1.94,-29.65,Card,Pending,North
2360,647,2025-09-24,273,Electronics,5,158.52,34.95,13.29,15.74,715.73,UPI,Cancelled,West
2361,831,2025-08-01,212,Home,5,261.76,20.77,15.67,13.78,408.41,Card,Pending,South
2362,31,2025-11-27,166,Electronics,3,179.19,43.43,9.59,5.85,617.79,Cash,Completed,East
2363,196,2026-01-23,137,Books,4,293.96,48.21,11.88,5.15,26.47,UPI,Returned,West
2364,884,2026-05-07,110,Books,1,31.47,2.05,8.16,0.7,808.45,Cash,Returned,South
2365,772,2026-04-19,271,Books,3,174.0,28.29,9.56,18.37,25.27,UPI,Cancelled,West
2365,772,2026-04-19,271,Books,3,174.0,28.29,9.56,18.37,25.27,UPI,Cancelled,West
2367,672,2026-03-20,255,Home,3,11.99,24.11,28.57,14.53,51.16,Card,Pending,West
2368,1010,2025-02-04,236,Books,1,84.39,9.55,15.57,6.44,-35.77,UPI,Returned,East
2369,288,2026-01-13,111,Books,5,211.24,44.96,26.66,17.57,770.36,Card,Pending,East
2370,595,2025-02-10,116,Books,1,8.22,32.54,8.63,9.47,51.25,Card,Pending,South
2371,544,2025-09-05,126,Electronics,4,172.58,31.94,1.84,6.13,463.03,UPI,Returned,North
2372,725,2026-04-20,211,Home,5,289.49,20.62,21.98,0.42,875.87,UPI,Completed,North
2372,725,2026-04-20,211,Home,5,289.49,20.62,21.98,0.42,875.87,UPI,Completed,North
2374,1017,2025-07-03,186,Home,2,199.7,24.99,14.02,16.96,700.52,Card,Pending,East
2375,732,2025-07-09,231,Home,1,249.12,5.28,22.57,19.4,785.03,Card,Pending,East
2376,857,2025-02-13,233,Books,2,156.3,38.01,18.83,13.23,798.68,UPI,Completed,West
2377,48,2025-02-25,290,Books,2,217.25,48.89,18.25,6.17,959.68,UPI,Pending,East
2378,11,2025-06-03,254,Home,5,275.05,13.11,8.64,15.63,586.51,Card,Returned,South
2379,884,2025-06-22,193,Books,4,18.71,34.72,7.85,15.08,457.44,UPI,Pending,West
2380,8,2026-03-09,102,Books,3,290.41,39.71,4.21,10.2,-0.39,Cash,Pending,East
2381,497,2026-02-20,297,Electronics,1,145.71,1.66,1.47,8.5,753.8,UPI,Cancelled,East
2382,790,2025-08-20,106,Electronics,5,257.76,33.66,11.91,10.02,99.01,Card,Cancelled,East
2383,31,2026-02-20,297,Books,5,185.15,18.49,12.12,12.66,,Cash,Completed,East
2384,935,2026-03-20,136,Books,5,197.79,36.46,10.59,4.45,938.93,Cash,Pending,North
2385,414,2025-06-16,182,Books,5,251.48,8.77,14.49,6.28,687.58,Cash,Pending,West
2386,101,2025-12-18,131,Books,3,212.72,8.67,7.57,6.89,,Card,Cancelled,North
2387,400,2026-05-04,108,Books,2,191.53,3.39,14.82,16.39,,Card,Completed,West
2388,233,2025-11-22,282,Books,2,223.95,31.03,18.53,1.73,-5.82,UPI,Completed,West
2389,471,2026-01-17,294,Home,2,40.04,39.64,4.77,2.89,821.31,Cash,Returned,East
2390,844,2025-06-08,185,Home,4,32.89,14.37,18.95,1.87,-16.93,Cash,Completed,West
2391,780,2026-01-19,300,Home,3,141.39,13.86,21.31,3.96,,UPI,Pending,West
2392,17,2025-04-28,299,Books,2,107.34,37.13,4.53,18.76,901.5,UPI,Cancelled,West
2393,878,2025-04-30,291,Home,1,278.9,35.92,3.79,1.94,21.46,UPI,Completed,East
2394,895,2025-08-20,119,Home,4,265.2,21.42,12.68,5.86,291.56,Card,Returned,East
2395,22,2025-06-14,241,Electronics,1,268.58,5.59,16.95,19.76,897.42,UPI,Returned,West
2396,583,2026-02-08,131,Books,1,204.7,34.91,19.57,6.82,669.42,UPI,Cancelled,West
2397,730,2025-05-04,250,Home,1,257.08,48.84,12.48,10.75,285.55,Cash,Pending,South
2398,542,2025-10-29,130,Electronics,5,11.47,45.77,29.96,17.74,728.94,Card,Completed,East
2399,647,2025-08-17,297,Books,4,12.01,16.24,17.58,10.49,283.6,Card,Completed,North
2400,648,2026-04-24,127,Electronics,4,46.83,31.72,24.72,10.32,120.33,Cash,Returned,East
2401,250,2026-01-26,242,Electronics,2,246.98,4.91,29.5,2.66,175.05,Card,Cancelled,East
2402,396,2025-07-27,185,Electronics,3,37.75,32.54,22.06,2.57,102.79,Cash,Completed,East
2403,460,2025-10-11,122,Books,4,274.58,15.61,10.65,19.83,874.28,Cash,Pending,South
2404,119,2025-01-03,177,Electronics,4,92.19,22.6,5.17,16.99,76.87,Cash,Completed,North
2405,739,2025-11-08,185,Home,5,278.5,15.86,8.99,16.46,972.26,UPI,Completed,East
2406,770,2025-06-17,192,Books,5,140.61,8.87,14.17,7.96,802.54,UPI,Cancelled,West
2407,803,2025-11-09,143,Books,1,79.97,20.24,1.74,9.43,589.99,UPI,Pending,South
2408,875,2025-12-10,295,Books,2,256.62,27.77,10.14,6.91,,Cash,Cancelled,West
2408,875,2025-12-10,295,Books,2,256.62,27.77,10.14,6.91,,Cash,Cancelled,West
2410,354,2025-03-12,283,Books,2,72.27,49.7,19.32,8.85,337.96,Cash,Cancelled,West
2411,574,2025-01-03,254,Electronics,4,142.52,24.11,13.81,2.9,452.44,Card,Pending,South
2412,889,2026-01-06,285,Electronics,2,178.09,31.32,10.34,10.54,339.93,Cash,Cancelled,West
2413,833,2025-03-14,138,Electronics,5,144.79,10.58,20.64,16.33,63.22,UPI,Cancelled,North
